lang	long	lat
"es"	-103.401474	20.606926
"en"	-73.567453	45.505682
"es"	-47.407285	-2.989522
"es"	-69.01222	-33.58758
"en"	-3.129587	51.539417
"ar"	46.657168	24.73055
"es"	-3.717069	37.19018
"fr"	2.511003	49.906589
"en"	-81.607253	41.527277
"es"	-73.236972	-39.827843
"ja"	139.693281	35.606315
"ru"	30.464227	50.384983
"und"	-8.803744	39.744098
"en"	-79.1167	44.1
"tl"	28.034905	-26.148023
"in"	106.783	-6.554306
"th"	99.786328	11.798036
"und"	-48.515408	-25.767375
"pt"	35.512323	33.902041
"tr"	27.213736	38.430833
"es"	-4.544635	36.723555
"in"	35.570018	33.898427
"en"	73.095903	33.713124
"en"	-1.232882	51.724849
"tr"	29.109574	40.177864
"en"	112.431334	-7.486249
"it"	14.175856	40.938356
"en"	-118.357777	34.075373
"fr"	-2.756718	48.518567
"ja"	139.701747	35.528587
"es"	-77.0277	-12.096683
"fr"	3.073522	50.637682
"en"	28.848117	40.224818
"en"	17.910533	59.267534
"pt"	-57.084409	-29.780017
"nl"	-42.659215	-21.872651
"en"	-51.873016	-23.441388
"es"	-117.794694	33.683947
"fr"	4.866632	46.627898
"en"	-0.123141	51.525318
"en"	-76.205114	43.099384
"in"	101.544555	3.435006
"en"	-84.556104	39.432259
"en"	-81.815205	41.485678
"it"	-50.892471	-29.596153
"it"	9.293819	45.557057
"ru"	30.317027	59.891226
"tr"	40.116173	40.913551
"tl"	121.390374	13.677298
"tr"	32.658168	41.24718
"ru"	43.885936	56.318711
"es"	-70.216257	11.659698
"pt"	-49.221159	-25.437255
"ar"	42.769779	25.842098
"en"	-102.38749	31.881699
"en"	0.491921	51.397294
"it"	12.121873	45.495121
"tr"	29.155418	40.930823
"tr"	28.536111	40.993378
"en"	-70.928041	42.19944
"en"	-122.419416	37.77493
"es"	-98.889957	19.27018
"tr"	106.843728	-6.360682
"in"	107.810419	-6.965798
"und"	27.17934	38.37932
"en"	-3.762939	40.363959
"en"	-83.70749	41.70841
"en"	-73.95056	40.810066
"und"	57.675885	23.770154
"in"	103.317022	2.045045
"es"	-62.607275	-39.25984
"en"	0.572021	50.863075
"und"	48.066324	29.257942
"en"	-122.34991	37.158208
"pt"	-57.098264	-29.756184
"en"	2.144157	41.410882
"en"	-38.384646	-12.813219
"en"	-95.030701	29.540701
"es"	-58.509465	-34.501567
"pt"	-50.266964	-29.898589
"es"	-70.006772	18.478087
"es"	-84.105964	9.999535
"ar"	29.908574	31.205163
"es"	-67.510743	10.167117
"en"	28.975291	41.005465
"th"	101.372648	14.138039
"pt"	-8.987736	38.958395
"pt"	-34.847993	-7.996063
"en"	-92.312928	34.751669
"ja"	139.474501	35.67039
"ja"	135.772691	34.967096
"in"	101.586975	3.043115
"ar"	55.653162	24.191314
"ar"	-111.947869	33.430144
"in"	106.79838	-6.21755
"en"	106.997965	-6.235333
"es"	-58.781189	-27.481149
"in"	106.734465	-6.257844
"es"	-56.063225	-34.876146
"ar"	30.978127	30.300689
"es"	-105.256319	20.662622
"en"	-74.005428	40.732472
"pt"	-40.277607	-20.331395
"ru"	76.963715	43.261775
"en"	-76.596716	39.323552
"en"	103.884402	1.327646
"en"	-87.61793	41.85128
"it"	-0.402181	39.451895
"en"	103.832979	1.314719
"en"	-85.637661	38.469187
"en"	101.752225	3.133872
"en"	30.766689	46.4279
"en"	-80.177558	25.774517
"en"	-37.293948	-9.535791
"en"	-118.354655	34.141528
"en"	-117.753006	34.018316
"tr"	28.726845	40.987349
"tl"	121.013308	14.649367
"es"	-58.398379	-34.879635
"en"	-80.332866	25.572609
"en"	-74.0064	40.7142
"es"	-0.394638	39.474716
"pt"	-46.563101	-23.636605
"en"	-106.546331	35.063286
"es"	-0.434074	39.517134
"es"	-43.164948	-22.507757
"en"	-96.738399	32.94943
"en"	-86.152097	34.203166
"en"	4.8932	52.3731
"en"	-87.627221	41.867901
"und"	11.115632	50.404683
"es"	-58.393055	-34.59831
"es"	9.835384	44.051259
"ja"	139.766082	35.681379
"en"	-0.152743	51.183596
"en"	-118.24366	34.052227
"en"	-122.309037	48.39709
"es"	-58.498856	-34.63311
"tr"	30.38028	40.729987
"pt"	-44.199532	-19.982881
"en"	36.880499	-1.261604
"es"	-57.508841	-25.310876
"ja"	139.7869	35.681144
"und"	19.53471	51.75387
"es"	-73.043799	-36.813566
"en"	-120.246288	38.019607
"in"	101.316477	3.224597
"ru"	41.93756	45.076625
"it"	12.4958	41.9031
"pt"	-8.705693	40.763546
"es"	-58.786235	-34.712933
"es"	-100.743883	20.914159
"es"	-79.903441	-2.220891
"en"	-84.168801	33.918523
"es"	-57.935947	-34.915129
"en"	-3.057493	53.427081
"es"	-76.575131	2.488412
"en"	-97.000351	32.682581
"en"	28.10984	-23.567638
"pt"	-46.63654	-23.64506
"es"	-95.76134	18.767817
"en"	-71.065887	42.352389
"pt"	-48.305666	-18.940015
"und"	38.402822	24.328911
"in"	103.060932	5.423782
"fr"	-0.889371	48.85115
"en"	-95.454114	30.131414
"en"	28.07316	-25.781903
"tr"	30.331521	40.7441
"pt"	-47.214584	-23.1095
"in"	107.58996	-6.86378
"en"	121.3076	14.088936
"pt"	-51.142485	-29.577537
"fr"	2.543723	48.892637
"pt"	-43.13093	-22.899972
"tr"	29.09653	40.190128
"en"	-89.581476	44.458291
"und"	40.489946	38.907278
"de"	-2.246245	53.482667
"tr"	36.328408	41.280309
"en"	-3.20244	55.943358
"es"	-68.122132	-16.490011
"en"	103.744029	1.391174
"it"	12.846192	45.751461
"ru"	30.708139	46.472063
"en"	106.79873	-6.21526
"en"	106.82493	-6.31913
"en"	9.983107	53.569763
"en"	-2.17065	53.488256
"tr"	35.299125	37.023656
"es"	-59.655867	-29.1125
"pt"	-38.512657	-12.929246
"en"	-105.037205	39.836653
"es"	-70.545622	-33.406974
"es"	-72.218679	7.770046
"en"	-85.511803	36.180502
"es"	-76.373692	-6.49464
"es"	-57.543576	-37.950594
"tr"	27.16767	41.41423
"ja"	140.31258	38.216736
"ar"	50.044864	26.42989
"es"	-57.870673	-34.972823
"en"	28.347431	-26.372417
"es"	-74.821083	11.01088
"pt"	-8.239235	40.395816
"pt"	-40.357578	-20.33612
"tr"	28.836197	41.020517
"en"	55.147787	25.079383
"ru"	158.68518	52.978037
"en"	-75.835228	39.622051
"ru"	37.622257	55.770517
"ru"	47.321305	56.108094
"und"	-63.012916	-35.033734
"en"	-0.220889	51.457984
"pt"	-45.944581	-22.228859
"und"	-62.981135	-40.826961
"nl"	55.393767	25.330429
"es"	-60.574206	-33.872637
"tr"	27.855872	37.85582
"tr"	35.251824	38.655218
"tr"	35.173783	38.747388
"en"	-118.487107	34.276102
"en"	-91.174129	30.431884
"en"	73.022934	18.047643
"it"	-49.510896	-27.051769
"en"	-81.792962	41.445065
"en"	-73.253138	40.887724
"en"	-82.050222	33.463923
"in"	106.83684	-6.33216
"tl"	121.161798	14.53698
"es"	-3.627084	40.37527
"de"	13.383293	52.504504
"es"	-101.691597	21.116598
"ar"	31.170982	30.004418
"en"	-3.312864	57.639145
"und"	-80.040472	42.074696
"es"	-60.715801	-32.964356
"es"	-57.948162	-34.924421
"tr"	35.808608	40.645749
"tr"	26.382665	38.289459
"es"	-71.615237	10.704222
"en"	-73.858207	40.827008
"tr"	30.637034	36.908461
"nl"	5.889461	51.832841
"in"	107.773475	-6.955439
"en"	-86.844328	36.132215
"tr"	35.747617	38.306959
"en"	28.403367	-26.314887
"pt"	-8.396589	41.219127
"fr"	1.092904	49.440582
"pt"	-51.105522	-30.020406
"en"	37.507713	55.651874
"tr"	29.103569	40.952074
"en"	-76.526866	39.374774
"es"	-3.700543	40.43696
"it"	-76.497111	3.48502
"en"	10.847136	54.285039
"pt"	-60.007917	-3.107265
"es"	-74.783628	10.970623
"en"	90.39213	23.862836
"es"	-100.406801	25.757336
"und"	60.589988	56.798585
"es"	-48.478828	-1.430534
"und"	10.040698	49.872079
"ru"	48.051456	55.107335
"es"	-60.718311	-32.811595
"es"	-66.921848	10.502652
"en"	17.5514	62.1984
"tr"	35.773839	38.53631
"fr"	2.475033	48.599638
"es"	-67.59982	-39.009909
"es"	-58.51623	-33.01459
"ru"	28.781718	60.696622
"es"	-74.044961	4.670353
"en"	5.47369	10.40824
"pt"	-8.51373	40.931991
"fr"	2.310781	48.822212
"en"	2.081612	48.835432
"th"	102.831401	16.417585
"en"	55.284405	25.225572
"en"	55.144197	25.081343
"fr"	1.893817	41.545639
"ja"	135.772691	34.967096
"tr"	40.202912	37.926514
"pt"	-34.964701	-8.108902
"in"	102.310427	2.30032
"pt"	-37.349363	-5.196683
"ja"	140.121038	35.867981
"es"	-58.510415	-34.469339
"und"	121.048611	14.559199
"pt"	-43.440397	-22.74627
"in"	103.059619	1.842186
"tr"	28.925909	40.990564
"en"	-72.101051	41.333954
"tr"	27.210174	38.449993
"en"	-80.811863	35.354934
"en"	-1.259136	53.418303
"tr"	30.705358	36.886823
"en"	-74.118894	40.663297
"pt"	-48.402089	-1.362012
"en"	-74.817887	39.111452
"ja"	139.789635	36.292147
"en"	103.6391	16.261558
"fr"	7.2453	47.955744
"es"	-3.541464	40.418448
"de"	2.145725	41.355775
"tr"	27.969325	40.350266
"ru"	30.33632	59.931829
"it"	9.131588	45.460215
"ru"	92.773319	56.000873
"tr"	43.337618	38.497413
"und"	29.315657	40.504679
"es"	-6.311813	38.298449
"en"	39.726936	41.005194
"en"	28.062937	-26.203073
"tr"	14.290711	48.213282
"en"	-80.242384	25.874266
"tl"	121.111583	14.660277
"ja"	139.800984	35.751159
"tr"	35.326321	38.857345
"in"	106.831082	-6.206873
"pt"	-43.944306	-19.914382
"pt"	-43.840071	-22.463228
"es"	-110.964178	29.134523
"ar"	31.390967	31.027757
"tr"	32.857921	39.871779
"en"	98.349947	7.851132
"en"	103.855792	1.29921
"pt"	-46.640633	-23.553448
"en"	-83.176718	35.308567
"es"	-58.976228	-27.460143
"en"	99.728646	6.313393
"en"	-122.643516	47.092943
"in"	106.764944	-6.645752
"ar"	-118.253393	34.054435
"ar"	44.20235	17.53165
"en"	0.695556	51.745
"ru"	37.653746	55.856138
"pt"	-52.323414	-31.752349
"en"	-71.516174	42.139819
"en"	-73.95683	40.705462
"in"	110.32728	-7.770401
"in"	112.345272	-7.502736
"pt"	-35.705729	-9.663079
"tr"	28.844749	41.063422
"ru"	53.244228	54.403205
"es"	-100.999276	20.517729
"pt"	-35.030079	-8.286919
"in"	36.24263	32.344987
"en"	-88.112205	41.555789
"en"	-104.992293	39.908535
"pt"	-48.877678	-26.309689
"in"	103.613031	1.538595
"en"	-74.171685	40.793783
"pt"	-53.382107	-32.560333
"th"	100.739587	13.792279
"pt"	-48.979234	-16.390353
"in"	13.375392	52.499416
"tr"	35.19036	38.712911
"pt"	-46.803713	-23.493869
"ru"	47.247851	56.145728
"und"	-79.876996	-2.259808
"en"	-95.500224	29.96305
"en"	29.60003	-26.74218
"tr"	29.108167	41.040556
"en"	-77.232994	38.926751
"en"	-0.12655	51.513248
"en"	2.138223	41.393757
"pt"	-51.500792	-27.179294
"en"	-76.548703	39.289567
"in"	106.84408	-6.23434
"tr"	30.446834	39.795639
"tr"	35.904554	38.788383
"ja"	126.493361	33.506357
"en"	-97.038365	32.878711
"fr"	2.374375	48.824779
"fr"	2.260585	48.803789
"it"	9.2	45.4667
"es"	-58.642896	-34.840805
"en"	-1.07361	53.957617
"es"	24.135274	56.968772
"pt"	-51.387911	-22.112937
"tr"	36.553047	40.305898
"en"	-76.811223	39.370719
"tr"	35.209754	38.603823
"es"	-5.224156	37.761235
"es"	-5.953434	37.381189
"pt"	-44.968325	-23.06115
"es"	-1.126604	37.9612
"ru"	59.461529	58.704023
"es"	-84.075401	10.00065
"en"	-90.748279	30.501819
"en"	48.019297	29.299023
"en"	-115.174447	36.109689
"pt"	-38.45312	-12.835673
"en"	-71.60417	43.346556
"tr"	49.967487	40.3867
"pt"	-63.043289	-9.907935
"in"	112.73197	-7.29671
"es"	-77.836651	0.599371
"tr"	35.323405	37.014273
"es"	-55.536766	-30.904521
"en"	-121.267711	38.601902
"ar"	55.41547	23.420383
"es"	-3.709523	40.366536
"it"	12.461277	41.899103
"in"	2.534959	39.510903
"it"	10.824866	45.167093
"th"	101.413556	12.594545
"in"	106.766954	-6.644825
"pt"	-43.190893	-22.252986
"en"	-81.010148	29.231803
"in"	110.456614	1.450361
"en"	-79.444369	43.892268
"es"	-66.8983	10.496
"es"	-75.520692	5.044649
"en"	-6.177381	52.794842
"und"	-43.311886	-22.888057
"fr"	9.738615	4.050855
"tl"	41.592501	-24.213932
"pt"	-48.979217	-16.390381
"en"	-91.16244	30.496858
"en"	-0.620913	54.480671
"in"	107.028264	-6.238981
"pt"	-40.118989	-2.885677
"en"	106.79548	-6.63062
"en"	-96.807532	32.783705
"en"	-0.074384	51.545955
"en"	-82.050263	33.463922
"tr"	27.150818	38.291221
"nl"	5.912539	52.425029
"en"	110.8096	-7.54613
"tr"	29.181378	40.895304
"es"	-99.220813	19.275928
"in"	106.93854	-6.66648
"und"	39.491337	24.425913
"en"	8.492785	8.828995
"ru"	37.828331	55.699937
"tr"	28.394491	41.066039
"en"	-119.033864	34.236943
"es"	-72.48912	7.899323
"en"	28.000408	-26.118565
"pt"	-48.179418	-21.74872
"und"	44.573569	48.787412
"pt"	-46.005047	-23.310707
"en"	-5.95445	54.575894
"pt"	-34.861271	-7.169112
"tr"	29.052323	41.164902
"es"	-64.281503	-36.629847
"en"	2.162822	41.406423
"tl"	123.196243	13.617747
"es"	-57.545562	-37.995029
"en"	-122.270065	37.799149
"ru"	35.055099	48.446008
"es"	-1.134297	37.990283
"fr"	8.76056	41.935542
"fr"	-3.971355	5.370984
"en"	-6.267151	53.34325
"en"	-85.679248	34.151189
"tr"	34.537924	36.768994
"pt"	-40.355631	-20.316218
"pt"	-47.415535	-20.535496
"nl"	12.474495	41.943835
"pt"	-43.217992	-22.894038
"und"	-72.836909	10.893322
"en"	-118.264023	34.126642
"pt"	-44.0014	-19.802977
"ja"	129.287491	34.202679
"tr"	29.109537	40.177875
"tr"	35.613882	38.63247
"ar"	50.107302	26.378666
"en"	-43.341378	-4.867994
"en"	-82.564397	27.274822
"it"	8.738071	45.251533
"en"	27.402945	37.033824
"tr"	28.541846	41.000298
"ar"	46.701465	24.679661
"es"	-58.374717	-34.599232
"th"	100.558055	13.863428
"en"	20.282403	42.660772
"fr"	-87.629798	41.878114
"en"	58.439425	40.252633
"en"	-3.438883	51.615918
"tr"	37.020029	39.749181
"en"	-77.455093	37.52975
"en"	-77.349464	34.732435
"es"	2.951048	42.272345
"pt"	-44.007235	-19.873958
"und"	-46.373443	-23.502565
"es"	-70.607113	-33.419908
"es"	-3.027784	39.587055
"en"	-97.274537	32.90055
"pt"	-46.581024	-23.716548
"en"	-46.466959	-23.636587
"in"	106.29735	-6.13715
"tr"	31.129298	41.08942
"en"	-3.173777	55.933359
"tr"	35.329671	36.999005
"en"	-118.270732	33.82826
"en"	-0.094834	51.497034
"tl"	121.136946	14.565919
"tr"	26.378074	38.289038
"en"	-1.482432	53.375281
"ru"	44.538957	48.510213
"pt"	-43.272189	-22.862978
"en"	-85.985437	39.759943
"en"	-88.332706	42.87425
"tr"	38.137928	40.952283
"und"	-58.70821	-34.490782
"en"	122.309622	11.6447
"ar"	44.00697	26.040045
"en"	0.54932	52.394329
"en"	31.015975	38.120221
"es"	-79.519251	43.662104
"en"	2.160728	41.378573
"tr"	29.040174	37.77671
"pt"	-48.477479	-1.450374
"ja"	139.657418	35.627648
"en"	-3.206563	51.673551
"ar"	41.80507	19.373908
"es"	4.254963	39.893652
"en"	-89.995715	29.898769
"en"	36.349895	41.268123
"en"	2.154088	41.374587
"en"	102.27196	2.216192
"tr"	28.863831	40.999367
"es"	-63.776141	-35.662376
"und"	-58.971318	-27.272183
"en"	-81.976558	33.514535
"en"	-0.0261	51.671509
"en"	-46.65105	-23.565731
"pt"	-9.353003	38.797458
"es"	-58.828271	-27.493234
"pt"	-49.422684	-28.723711
"in"	101.590034	3.074317
"en"	-96.578567	39.190968
"und"	27.577817	40.988658
"pt"	-51.185496	-29.170468
"es"	-3.693376	40.471575
"und"	-121.281177	38.82739
"pt"	-51.196097	-29.158622
"in"	105.29069	-5.39654
"ru"	37.669348	55.575793
"tr"	27.074904	38.471768
"in"	108.510551	-6.943031
"in"	107.044452	-6.336549
"en"	-79.370346	43.649932
"pt"	-43.99186	-19.820405
"pt"	-38.523599	-13.005822
"tr"	27.210174	38.449993
"en"	-3.161462	51.487898
"en"	-74.457887	40.471343
"en"	-1.917036	50.726422
"und"	-80.242676	26.076573
"ru"	27.420365	53.887418
"en"	-87.61734	41.87985
"pt"	-8.648576	41.133319
"ru"	71.421503	51.133472
"es"	-76.227318	3.322252
"es"	-94.476357	18.14361
"in"	106.510353	-6.226829
"tl"	101.784877	3.137375
"pt"	-46.777879	-23.541915
"es"	-5.620115	43.159422
"tr"	30.679709	36.91147
"en"	83.33827	17.72745
"tr"	35.741974	38.731448
"pt"	-43.082835	-22.840257
"en"	-106.576111	52.089444
"es"	-70.619409	-33.429534
"pt"	-54.560158	-28.150566
"es"	-65.176136	-26.788381
"es"	-60.681871	-31.626037
"en"	36.552216	40.319669
"ru"	30.167427	59.851971
"in"	104.177263	1.477027
"en"	35.608553	33.93542
"en"	-6.178454	53.302461
"tr"	29.1915	40.997351
"in"	28.27572	36.852397
"es"	-101.52749	27.876566
"und"	-74.06532	40.350034
"tr"	28.85516	41.022614
"in"	107.60448	-6.89943
"en"	-0.420208	38.368811
"pt"	-51.122304	-30.033348
"en"	120.587746	15.176609
"en"	-74.00107	40.738207
"pt"	-43.200615	-22.915937
"es"	-6.95293	37.258303
"es"	-3.75283	40.370869
"es"	-4.097983	38.686635
"ar"	31.236752	30.032952
"es"	-56.691384	-36.736378
"en"	-90.134189	29.945402
"en"	51.526002	25.360222
"tr"	28.357669	37.20913
"es"	-58.012363	-35.577804
"tr"	29.066525	41.081187
"en"	-118.354578	34.137835
"in"	112.80894	-1.98436
"tr"	35.486958	38.728895
"tr"	28.932464	41.046505
"en"	-98.271228	26.154004
"en"	32.823845	39.932723
"tr"	30.640901	36.933232
"en"	-8.278857	52.258033
"en"	2.147966	41.416868
"en"	-0.235827	50.82911
"ja"	139.868333	36.548333
"pt"	-42.459243	-22.8979
"es"	-62.23169	-38.741776
"tr"	26.41509	40.136444
"es"	2.701118	39.551321
"en"	-115.137585	36.104213
"en"	-73.536712	40.772966
"pt"	-45.124734	-22.12239
"ru"	37.357287	56.041289
"es"	-99.2498	19.578206
"en"	29.933578	40.769098
"en"	-1.516248	55.025855
"en"	-95.502473	29.742874
"in"	106.811245	-6.20863
"ar"	30.974472	30.311247
"en"	-46.712017	-23.702884
"es"	-4.109319	38.687621
"es"	-96.769588	32.853629
"es"	-73.112228	-36.708389
"in"	100.264259	5.283193
"it"	10.931768	44.620733
"en"	-83.647709	32.831441
"es"	-96.1279	19.172513
"en"	28.23617	-25.75048
"tr"	27.203822	38.441086
"es"	-58.663081	-34.590214
"en"	-119.010294	35.278958
"pt"	-42.422744	-22.14824
"ja"	141.123913	39.686361
"in"	110.457013	-6.978983
"es"	-66.858393	10.47906
"ar"	-111.949155	33.438142
"en"	-76.786883	17.979985
"ar"	46.804578	24.672149
"tl"	121.13581	14.715422
"ar"	38.660525	31.677524
"ru"	39.441567	45.466518
"pt"	-34.849905	-7.140806
"en"	-2.300776	53.484322
"pt"	-48.604644	-27.125327
"en"	-157.816644	21.304814
"en"	-104.701603	39.724026
"it"	12.451959	41.938646
"tr"	35.702212	38.625755
"en"	-118.591095	34.201976
"in"	109.97066	-7.09978
"tr"	30.631492	36.93322
"en"	-78.96444	35.0681
"en"	34.855121	32.326675
"en"	-117.269722	34.050646
"es"	-5.74196	37.34594
"es"	-57.620508	-25.287514
"es"	3.068474	36.530904
"es"	-62.262345	-38.732394
"es"	-58.213735	-34.800803
"tr"	29.03885	40.970753
"en"	-78.634782	35.772184
"en"	120.90383	14.49403
"en"	-83.508497	31.450463
"in"	119.527449	-5.103612
"en"	-75.227684	39.958193
"en"	125.181307	6.119153
"tr"	30.70067	36.892546
"en"	-0.149672	51.367458
"tr"	42.58425	40.327356
"ar"	50.222372	26.299351
"en"	-105.131427	39.986694
"und"	18.180234	40.350868
"es"	-46.644609	-23.59171
"en"	-76.588973	39.346936
"en"	-6.320811	53.36943
"tr"	35.697711	38.377843
"pt"	-42.791423	-5.074482
"th"	100.57093	13.824187
"tr"	29.939736	40.764268
"tr"	35.301787	37.046859
"pt"	-43.938013	-19.957092
"pt"	-8.428731	41.556237
"es"	-122.626965	47.570396
"en"	-76.213065	36.884723
"en"	18.466751	-33.943735
"es"	-98.868729	19.324506
"en"	-1.588159	53.8303
"en"	-73.989675	40.742164
"in"	106.742349	-6.135155
"und"	37.781691	44.740614
"tr"	29.043453	41.067542
"en"	23.773368	37.886259
"pt"	-48.541432	-25.517294
"es"	-49.383073	-26.954441
"es"	-0.601842	38.275107
"it"	13.218333	43.728333
"in"	112.73468	-7.24307
"en"	103.070264	5.430507
"ru"	37.794657	48.023278
"en"	-85.177771	33.690022
"pt"	-46.654286	-23.53526
"en"	-71.454789	42.99564
"pt"	-47.157937	-22.836595
"en"	-75.300313	40.012392
"en"	-112.097952	33.520685
"tr"	29.866517	40.770509
"en"	29.02389	41.063721
"fr"	14.106747	50.141699
"ar"	55.799237	24.34363
"en"	28.684791	41.072168
"tr"	28.130968	39.387983
"fr"	-87.6844	41.8369
"ja"	-73.93344	40.704949
"es"	-77.035352	35.103965
"en"	-87.688636	41.778398
"tr"	27.171925	39.109076
"pt"	-43.28838	-22.844558
"es"	-74.831817	10.939712
"en"	-68.678283	44.900563
"tr"	35.901847	38.596855
"en"	-97.168712	26.127549
"in"	101.541857	3.059745
"es"	-59.203889	-38.287107
"en"	-74.046767	40.101803
"en"	-4.485802	55.633664
"fr"	2.212147	49.017733
"pt"	-9.353278	38.795475
"tr"	40.541098	40.957199
"pt"	-48.62795	-26.998063
"en"	106.77917	-6.264048
"en"	-86.856804	36.510477
"pt"	-51.039434	-29.940307
"pt"	-41.922846	-22.516183
"pt"	-38.290037	-7.983933
"ar"	54.087586	17.019553
"pt"	-53.442155	-24.988387
"pt"	-51.142858	-29.673452
"it"	14.266082	40.852702
"fr"	2.219119	48.778147
"es"	-3.631749	40.437748
"ar"	50.180483	26.385062
"es"	-58.413489	-34.591384
"nl"	4.900574	52.361899
"in"	112.729075	-7.367352
"in"	115.189183	-8.633039
"en"	5.60365	6.301872
"en"	99.387205	3.166451
"pt"	-48.408665	-1.351017
"tl"	-96.860718	33.03598
"en"	-81.382248	19.327946
"en"	-6.062152	37.386328
"en"	-101.01551	25.398069
"es"	-56.018203	-28.064028
"es"	-3.670028	42.355956
"pt"	-43.350576	-22.947683
"it"	101.50643	3.068609
"pt"	-43.360039	-22.777743
"fr"	1.443727	43.684218
"fr"	-0.54287	44.771299
"in"	107.295827	-6.29322
"en"	-60.041143	-3.116915
"es"	-76.980689	-12.082127
"es"	-56.389581	-34.454128
"es"	-70.613362	-33.435184
"und"	-121.205876	37.781484
"en"	2.139329	41.424613
"pt"	-48.071593	-16.008047
"in"	101.635056	3.082617
"und"	33.084127	68.950744
"en"	-82.111517	29.163612
"tr"	29.516571	40.066511
"es"	-57.966611	-34.93748
"fr"	2.653017	48.835397
"tr"	26.576507	41.667093
"in"	106.860567	-6.181799
"pt"	-9.146364	38.647775
"in"	110.331639	-7.04353
"es"	-86.09535	11.968514
"in"	106.8655	-6.16279
"en"	174.779623	-41.294144
"en"	-1.427274	53.253807
"en"	-83.797482	34.093213
"en"	-115.115269	36.004577
"en"	-6.666334	53.652817
"en"	-75.522726	39.791752
"es"	-55.837943	-34.765571
"es"	-64.351726	-33.105906
"fr"	-96.874154	32.910314
"en"	-87.607828	41.630921
"en"	9.17177	45.510477
"en"	123.34	11.6
"pt"	-59.886575	-3.0886
"pt"	-37.357221	-5.209048
"es"	-3.328684	36.933192
"ar"	47.684367	29.333057
"pt"	-60.004508	-3.038957
"pt"	-48.509877	-27.139542
"ru"	28.184898	59.383621
"en"	19.23548	50.267836
"en"	0.683539	52.250328
"in"	108.499042	-6.878347
"en"	-43.233059	-22.992166
"pt"	-9.044727	38.651085
"es"	-57.593094	-38.021066
"de"	9.40849	51.251473
"en"	17.353266	40.356271
"en"	23.947193	37.936802
"en"	-81.457111	28.292331
"es"	14.340682	46.249471
"pt"	-38.5353	-3.73054
"en"	-73.943159	40.687574
"in"	105.83024	-6.26863
"en"	12.4958	41.9031
"es"	-60.96519	-34.583739
"pt"	-34.875355	-8.044996
"fr"	2.330799	48.818259
"tl"	125.58395	7.098841
"tr"	28.397137	40.042318
"pt"	-8.500762	40.923012
"pt"	-46.762068	-23.644083
"en"	-42.819037	-5.084957
"en"	-81.094952	33.736718
"ru"	37.495329	55.819426
"en"	-95.561536	29.982494
"pt"	-9.1413	38.9901
"pt"	-43.385992	-22.82869
"en"	121.184598	14.504783
"en"	-86.96759	20.736844
"ja"	129.493744	28.377247
"pt"	-43.427116	-22.88425
"en"	-97.68611	26.207576
"es"	-91.663218	14.970752
"en"	123.891287	10.303883
"tr"	34.96381	40.572227
"es"	-99.234197	19.337363
"en"	31.432081	41.274274
"es"	-57.971225	-31.398563
"th"	100.957325	13.345495
"es"	-2.620293	42.514353
"es"	-74.077241	4.731811
"tr"	29.066893	40.184054
"de"	-104.843889	39.596389
"en"	-76.650247	40.285924
"und"	112.77113	-7.3815
"in"	107.033894	-6.200636
"es"	-8.443913	42.969209
"in"	106.858419	-6.201797
"en"	-51.054727	-29.675295
"en"	100.42572	6.261914
"pt"	-38.499269	-12.978846
"en"	-122.419416	37.77493
"en"	-79.43059	43.907432
"en"	117.905818	4.249183
"und"	-82.976759	39.879756
"en"	24.101757	57.029651
"ar"	46.813355	24.77032
"en"	-90.312951	38.776948
"en"	-2.933802	54.89454
"en"	-74.964789	40.142806
"en"	115.284617	-8.626596
"th"	101.063526	12.721202
"pt"	-43.356937	-22.952869
"en"	-73.014019	41.518909
"en"	101.66652	3.15271
"pt"	-8.64167	41.000836
"es"	-3.712125	40.410964
"th"	100.041101	13.812446
"pt"	-45.544964	-23.03646
"pt"	-46.650846	-23.537462
"en"	-96.714817	33.046027
"in"	106.912369	-6.31314
"pt"	-43.357563	-22.934316
"en"	-73.684257	40.676642
"en"	50.117317	26.435033
"es"	-96.133926	19.159351
"fr"	6.150566	49.125751
"en"	-121.407838	38.610944
"en"	-124.142721	40.78367
"en"	-43.900023	-19.705578
"es"	-64.254489	-27.797995
"tr"	37.336869	37.087564
"en"	-122.388332	37.757649
"en"	-2.802686	54.049938
"ru"	38.04744	53.878644
"es"	-70.423165	-23.706774
"en"	-76.315505	36.947733
"tr"	29.293089	40.657284
"th"	103.261931	16.250688
"it"	121.034022	14.652858
"en"	106.66871	-6.30464
"tr"	32.826391	39.93134
"in"	108.21957	-7.32022
"en"	-9.142091	54.113599
"nl"	4.400556	51.220556
"in"	107.57106	-6.91109
"es"	-75.549928	6.344562
"fr"	-82.898796	42.326644
"it"	12.476065	41.899957
"in"	106.7648	-6.55576
"pt"	-41.041631	-21.699506
"en"	-2.48227	53.584364
"th"	100.516408	13.666008
"en"	-157.686375	21.284896
"pt"	-44.065299	-22.542979
"in"	98.765337	3.616482
"ru"	37.614722	55.757222
"in"	119.774852	-3.567496
"es"	-4.457101	36.691985
"th"	100.533538	13.754169
"en"	101.12215	4.597593
"en"	-79.911357	43.504019
"pt"	-43.262773	-22.874504
"es"	-8.570275	39.258449
"es"	-6.324676	38.927117
"tr"	29.046905	40.989746
"en"	-73.034459	40.858761
"ru"	-80.213162	26.639392
